zeit,zaehlstelle,gesamt
2021-02-18 04:00:00,Margareten,1
2021-02-18 04:00:00,Olympia,0
2021-02-18 05:00:00,Arnulf,0
2021-02-18 05:00:00,Erhardt,12
2021-02-18 05:00:00,Hirsch,2
2021-02-18 05:00:00,Kreuther,0
2021-02-18 05:00:00,Margareten,10
2021-02-18 05:00:00,Olympia,1
2021-02-18 06:00:00,Arnulf,0
2021-02-18 06:00:00,Erhardt,53
2021-02-18 06:00:00,Hirsch,19
2021-02-18 06:00:00,Kreuther,6
2021-02-18 06:00:00,Margareten,30
2021-02-18 06:00:00,Olympia,4
2021-02-18 07:00:00,Arnulf,2
2021-02-18 07:00:00,Erhardt,158
2021-02-18 07:00:00,Hirsch,78
2021-02-18 07:00:00,Kreuther,20
2021-02-18 07:00:00,Margareten,82
2021-02-18 07:00:00,Olympia,24
2021-02-18 08:00:00,Arnulf,5
2021-02-18 08:00:00,Erhardt,320
2021-02-18 08:00:00,Hirsch,161
2021-02-18 08:00:00,Kreuther,55
2021-02-18 08:00:00,Margareten,227
2021-02-18 08:00:00,Olympia,59
2021-02-18 09:00:00,Arnulf,7
2021-02-18 09:00:00,Erhardt,360
2021-02-18 09:00:00,Hirsch,135
2021-02-18 09:00:00,Kreuther,42
2021-02-18 09:00:00,Margareten,208
2021-02-18 09:00:00,Olympia,56
2021-02-18 10:00:00,Arnulf,2
2021-02-18 10:00:00,Erhardt,184
2021-02-18 10:00:00,Hirsch,42
2021-02-18 10:00:00,Kreuther,20
2021-02-18 10:00:00,Margareten,130
2021-02-18 10:00:00,Olympia,36
2021-02-18 11:00:00,Arnulf,6
2021-02-18 11:00:00,Erhardt,165
2021-02-18 11:00:00,Hirsch,53
2021-02-18 11:00:00,Kreuther,25
2021-02-18 11:00:00,Margareten,102
2021-02-18 11:00:00,Olympia,43
2021-02-18 12:00:00,Arnulf,2
2021-02-18 12:00:00,Erhardt,179
2021-02-18 12:00:00,Hirsch,52
2021-02-18 12:00:00,Kreuther,29
2021-02-18 12:00:00,Margareten,108
2021-02-18 12:00:00,Olympia,47
2021-02-18 13:00:00,Arnulf,3
2021-02-18 13:00:00,Erhardt,225
2021-02-18 13:00:00,Hirsch,83
2021-02-18 13:00:00,Kreuther,37
2021-02-18 13:00:00,Margareten,150
2021-02-18 13:00:00,Olympia,86
2021-02-18 14:00:00,Arnulf,2
2021-02-18 14:00:00,Erhardt,252
2021-02-18 14:00:00,Hirsch,83
2021-02-18 14:00:00,Kreuther,32
2021-02-18 14:00:00,Margareten,194
2021-02-18 14:00:00,Olympia,108
2021-02-18 15:00:00,Arnulf,1
2021-02-18 15:00:00,Erhardt,314
2021-02-18 15:00:00,Hirsch,118
2021-02-18 15:00:00,Kreuther,49
2021-02-18 15:00:00,Margareten,212
2021-02-18 15:00:00,Olympia,127
2021-02-18 16:00:00,Arnulf,4
2021-02-18 16:00:00,Erhardt,364
2021-02-18 16:00:00,Hirsch,138
2021-02-18 16:00:00,Kreuther,62
2021-02-18 16:00:00,Margareten,228
2021-02-18 16:00:00,Olympia,147
2021-02-18 17:00:00,Arnulf,3
2021-02-18 17:00:00,Erhardt,381
2021-02-18 17:00:00,Hirsch,129
2021-02-18 17:00:00,Kreuther,56
2021-02-18 17:00:00,Margareten,237
2021-02-18 17:00:00,Olympia,138
2021-02-18 18:00:00,Arnulf,2
2021-02-18 18:00:00,Erhardt,402
2021-02-18 18:00:00,Hirsch,160
2021-02-18 18:00:00,Kreuther,56
2021-02-18 18:00:00,Margareten,235
2021-02-18 18:00:00,Olympia,120
2021-02-18 19:00:00,Arnulf,4
2021-02-18 19:00:00,Erhardt,314
2021-02-18 19:00:00,Hirsch,103
2021-02-18 19:00:00,Kreuther,28
2021-02-18 19:00:00,Margareten,175
2021-02-18 19:00:00,Olympia,72
2021-02-18 20:00:00,Arnulf,0
2021-02-18 20:00:00,Erhardt,176
2021-02-18 20:00:00,Hirsch,46
2021-02-18 20:00:00,Kreuther,6
2021-02-18 20:00:00,Margareten,90
2021-02-18 20:00:00,Olympia,26
2021-02-18 21:00:00,Arnulf,0
2021-02-18 21:00:00,Erhardt,68
2021-02-18 21:00:00,Hirsch,26
2021-02-18 21:00:00,Kreuther,5
2021-02-18 21:00:00,Margareten,34
2021-02-18 21:00:00,Olympia,27
2021-02-18 22:00:00,Arnulf,0
2021-02-18 22:00:00,Erhardt,60
2021-02-18 22:00:00,Hirsch,10
2021-02-18 22:00:00,Kreuther,2
2021-02-18 22:00:00,Margareten,40
2021-02-18 22:00:00,Olympia,16
2021-02-18 23:00:00,Arnulf,0
2021-02-18 23:00:00,Erhardt,36
2021-02-18 23:00:00,Hirsch,5
2021-02-18 23:00:00,Kreuther,4
2021-02-18 23:00:00,Margareten,11
2021-02-18 23:00:00,Olympia,5
2021-02-19 00:00:00,Arnulf,0
2021-02-19 00:00:00,Erhardt,19
2021-02-19 00:00:00,Hirsch,4
2021-02-19 00:00:00,Kreuther,0
2021-02-19 00:00:00,Margareten,17
2021-02-19 00:00:00,Olympia,5
2021-02-19 01:00:00,Arnulf,0
2021-02-19 01:00:00,Erhardt,10
2021-02-19 01:00:00,Hirsch,0
2021-02-19 01:00:00,Kreuther,0
2021-02-19 01:00:00,Margareten,4
2021-02-19 01:00:00,Olympia,1
2021-02-19 02:00:00,Arnulf,0
2021-02-19 02:00:00,Erhardt,4
2021-02-19 02:00:00,Hirsch,0
2021-02-19 02:00:00,Kreuther,0
2021-02-19 02:00:00,Margareten,3
2021-02-19 02:00:00,Olympia,0
2021-02-19 03:00:00,Arnulf,0
2021-02-19 03:00:00,Erhardt,0
2021-02-19 03:00:00,Hirsch,1
2021-02-19 03:00:00,Kreuther,0
2021-02-19 03:00:00,Margareten,2
2021-02-19 03:00:00,Olympia,0
2021-02-19 04:00:00,Arnulf,0
2021-02-19 04:00:00,Erhardt,0
2021-02-19 04:00:00,Hirsch,0
2021-02-19 04:00:00,Kreuther,0
2021-02-19 04:00:00,Margareten,0
2021-02-19 04:00:00,Olympia,1
2021-02-19 05:00:00,Arnulf,0
2021-02-19 05:00:00,Erhardt,6
2021-02-19 05:00:00,Hirsch,2
2021-02-19 05:00:00,Kreuther,0
2021-02-19 05:00:00,Margareten,12
2021-02-19 05:00:00,Olympia,3
2021-02-19 06:00:00,Arnulf,2
2021-02-19 06:00:00,Erhardt,42
2021-02-19 06:00:00,Hirsch,21
2021-02-19 06:00:00,Kreuther,7
2021-02-19 06:00:00,Margareten,28
2021-02-19 06:00:00,Olympia,12
2021-02-19 07:00:00,Arnulf,3
2021-02-19 07:00:00,Erhardt,124
2021-02-19 07:00:00,Hirsch,50
2021-02-19 07:00:00,Kreuther,22
2021-02-19 07:00:00,Margareten,68
2021-02-19 07:00:00,Olympia,40
2021-02-19 08:00:00,Arnulf,1
2021-02-19 08:00:00,Erhardt,239
2021-02-19 08:00:00,Hirsch,116
2021-02-19 08:00:00,Kreuther,32
2021-02-19 08:00:00,Margareten,145
2021-02-19 08:00:00,Olympia,59
2021-02-19 09:00:00,Arnulf,7
2021-02-19 09:00:00,Erhardt,207
2021-02-19 09:00:00,Hirsch,73
2021-02-19 09:00:00,Kreuther,30
2021-02-19 09:00:00,Margareten,101
2021-02-19 09:00:00,Olympia,40
2021-02-19 10:00:00,Arnulf,2
2021-02-19 10:00:00,Erhardt,124
2021-02-19 10:00:00,Hirsch,34
2021-02-19 10:00:00,Kreuther,10
2021-02-19 10:00:00,Margareten,70
2021-02-19 10:00:00,Olympia,24
2021-02-19 11:00:00,Arnulf,2
2021-02-19 11:00:00,Erhardt,101
2021-02-19 11:00:00,Hirsch,24
2021-02-19 11:00:00,Kreuther,11
2021-02-19 11:00:00,Margareten,97
2021-02-19 11:00:00,Olympia,24
2021-02-19 12:00:00,Arnulf,3
2021-02-19 12:00:00,Erhardt,102
2021-02-19 12:00:00,Hirsch,34
2021-02-19 12:00:00,Kreuther,17
2021-02-19 12:00:00,Margareten,92
2021-02-19 12:00:00,Olympia,28
2021-02-19 13:00:00,Arnulf,3
2021-02-19 13:00:00,Erhardt,127
2021-02-19 13:00:00,Hirsch,41
2021-02-19 13:00:00,Kreuther,25
2021-02-19 13:00:00,Margareten,133
2021-02-19 13:00:00,Olympia,47
2021-02-19 14:00:00,Arnulf,11
2021-02-19 14:00:00,Erhardt,189
2021-02-19 14:00:00,Hirsch,46
2021-02-19 14:00:00,Kreuther,37
2021-02-19 14:00:00,Margareten,122
2021-02-19 14:00:00,Olympia,48
2021-02-19 15:00:00,Arnulf,6
2021-02-19 15:00:00,Erhardt,206
2021-02-19 15:00:00,Hirsch,99
2021-02-19 15:00:00,Kreuther,40
2021-02-19 15:00:00,Margareten,164
2021-02-19 15:00:00,Olympia,80
2021-02-19 16:00:00,Arnulf,8
2021-02-19 16:00:00,Erhardt,273
2021-02-19 16:00:00,Hirsch,125
2021-02-19 16:00:00,Kreuther,63
2021-02-19 16:00:00,Margareten,185
2021-02-19 16:00:00,Olympia,112
2021-02-19 17:00:00,Arnulf,10
2021-02-19 17:00:00,Erhardt,296
2021-02-19 17:00:00,Hirsch,122
2021-02-19 17:00:00,Kreuther,49
2021-02-19 17:00:00,Margareten,187
2021-02-19 17:00:00,Olympia,131
2021-02-19 18:00:00,Arnulf,2
2021-02-19 18:00:00,Erhardt,298
2021-02-19 18:00:00,Hirsch,116
2021-02-19 18:00:00,Kreuther,20
2021-02-19 18:00:00,Margareten,183
2021-02-19 18:00:00,Olympia,101
2021-02-19 19:00:00,Arnulf,1
2021-02-19 19:00:00,Erhardt,196
2021-02-19 19:00:00,Hirsch,56
2021-02-19 19:00:00,Kreuther,15
2021-02-19 19:00:00,Margareten,152
2021-02-19 19:00:00,Olympia,39
2021-02-19 20:00:00,Arnulf,1
2021-02-19 20:00:00,Erhardt,133
2021-02-19 20:00:00,Hirsch,22
2021-02-19 20:00:00,Kreuther,10
2021-02-19 20:00:00,Margareten,89
2021-02-19 20:00:00,Olympia,26
2021-02-19 21:00:00,Arnulf,0
2021-02-19 21:00:00,Erhardt,58
2021-02-19 21:00:00,Hirsch,12
2021-02-19 21:00:00,Kreuther,7
2021-02-19 21:00:00,Margareten,49
2021-02-19 21:00:00,Olympia,22
2021-02-19 22:00:00,Arnulf,0
2021-02-19 22:00:00,Erhardt,50
2021-02-19 22:00:00,Hirsch,16
2021-02-19 22:00:00,Kreuther,2
2021-02-19 22:00:00,Margareten,28
2021-02-19 22:00:00,Olympia,13
2021-02-19 23:00:00,Arnulf,0
2021-02-19 23:00:00,Erhardt,27
2021-02-19 23:00:00,Hirsch,4
2021-02-19 23:00:00,Kreuther,2
2021-02-19 23:00:00,Margareten,29
2021-02-19 23:00:00,Olympia,12
2021-02-20 00:00:00,Arnulf,0
2021-02-20 00:00:00,Erhardt,52
2021-02-20 00:00:00,Hirsch,4
2021-02-20 00:00:00,Kreuther,3
2021-02-20 00:00:00,Margareten,19
2021-02-20 00:00:00,Olympia,16
2021-02-20 01:00:00,Arnulf,0
2021-02-20 01:00:00,Erhardt,20
2021-02-20 01:00:00,Hirsch,2
2021-02-20 01:00:00,Kreuther,1
2021-02-20 01:00:00,Margareten,9
2021-02-20 01:00:00,Olympia,2
2021-02-20 02:00:00,Arnulf,0
2021-02-20 02:00:00,Erhardt,11
2021-02-20 02:00:00,Hirsch,0
2021-02-20 02:00:00,Kreuther,1
2021-02-20 02:00:00,Margareten,9
2021-02-20 02:00:00,Olympia,1
2021-02-20 03:00:00,Arnulf,0
2021-02-20 03:00:00,Erhardt,11
2021-02-20 03:00:00,Hirsch,0
2021-02-20 03:00:00,Kreuther,1
2021-02-20 03:00:00,Margareten,5
2021-02-20 03:00:00,Olympia,2
2021-02-20 04:00:00,Arnulf,0
2021-02-20 04:00:00,Erhardt,4
2021-02-20 04:00:00,Hirsch,0
2021-02-20 04:00:00,Kreuther,1
2021-02-20 04:00:00,Margareten,2
2021-02-20 04:00:00,Olympia,2
2021-02-20 05:00:00,Arnulf,0
2021-02-20 05:00:00,Erhardt,4
2021-02-20 05:00:00,Hirsch,0
2021-02-20 05:00:00,Kreuther,1
2021-02-20 05:00:00,Margareten,6
2021-02-20 05:00:00,Olympia,2
2021-02-20 06:00:00,Arnulf,0
2021-02-20 06:00:00,Erhardt,9
2021-02-20 06:00:00,Hirsch,3
2021-02-20 06:00:00,Kreuther,3
2021-02-20 06:00:00,Margareten,7
2021-02-20 06:00:00,Olympia,2
2021-02-20 07:00:00,Arnulf,0
2021-02-20 07:00:00,Erhardt,25
2021-02-20 07:00:00,Hirsch,3
2021-02-20 07:00:00,Kreuther,4
2021-02-20 07:00:00,Margareten,12
2021-02-20 07:00:00,Olympia,8
2021-02-20 08:00:00,Arnulf,0
2021-02-20 08:00:00,Erhardt,35
2021-02-20 08:00:00,Hirsch,9
2021-02-20 08:00:00,Kreuther,5
2021-02-20 08:00:00,Margareten,49
2021-02-20 08:00:00,Olympia,8
2021-02-20 09:00:00,Arnulf,1
2021-02-20 09:00:00,Erhardt,91
2021-02-20 09:00:00,Hirsch,25
2021-02-20 09:00:00,Kreuther,17
2021-02-20 09:00:00,Margareten,84
2021-02-20 09:00:00,Olympia,34
2021-02-20 10:00:00,Arnulf,1
2021-02-20 10:00:00,Erhardt,192
2021-02-20 10:00:00,Hirsch,45
2021-02-20 10:00:00,Kreuther,30
2021-02-20 10:00:00,Margareten,144
2021-02-20 10:00:00,Olympia,67
2021-02-20 11:00:00,Arnulf,3
2021-02-20 11:00:00,Erhardt,317
2021-02-20 11:00:00,Hirsch,97
2021-02-20 11:00:00,Kreuther,32
2021-02-20 11:00:00,Margareten,166
2021-02-20 11:00:00,Olympia,90
2021-02-20 12:00:00,Arnulf,1
2021-02-20 12:00:00,Erhardt,415
2021-02-20 12:00:00,Hirsch,120
2021-02-20 12:00:00,Kreuther,57
2021-02-20 12:00:00,Margareten,234
2021-02-20 12:00:00,Olympia,155
2021-02-20 13:00:00,Arnulf,4
2021-02-20 13:00:00,Erhardt,573
2021-02-20 13:00:00,Hirsch,186
2021-02-20 13:00:00,Kreuther,91
2021-02-20 13:00:00,Margareten,280
2021-02-20 13:00:00,Olympia,214
2021-02-20 14:00:00,Arnulf,8
2021-02-20 14:00:00,Erhardt,745
2021-02-20 14:00:00,Hirsch,251
2021-02-20 14:00:00,Kreuther,91
2021-02-20 14:00:00,Margareten,268
2021-02-20 14:00:00,Olympia,243
2021-02-20 15:00:00,Arnulf,3
2021-02-20 15:00:00,Erhardt,839
2021-02-20 15:00:00,Hirsch,273
2021-02-20 15:00:00,Kreuther,77
2021-02-20 15:00:00,Margareten,299
2021-02-20 15:00:00,Olympia,306
2021-02-20 16:00:00,Arnulf,2
2021-02-20 16:00:00,Erhardt,678
2021-02-20 16:00:00,Hirsch,247
2021-02-20 16:00:00,Kreuther,86
2021-02-20 16:00:00,Margareten,298
2021-02-20 16:00:00,Olympia,284
2021-02-20 17:00:00,Arnulf,2
2021-02-20 17:00:00,Erhardt,615
2021-02-20 17:00:00,Hirsch,178
2021-02-20 17:00:00,Kreuther,49
2021-02-20 17:00:00,Margareten,295
2021-02-20 17:00:00,Olympia,288
2021-02-20 18:00:00,Arnulf,0
2021-02-20 18:00:00,Erhardt,418
2021-02-20 18:00:00,Hirsch,131
2021-02-20 18:00:00,Kreuther,46
2021-02-20 18:00:00,Margareten,234
2021-02-20 18:00:00,Olympia,184
2021-02-20 19:00:00,Arnulf,4
2021-02-20 19:00:00,Erhardt,185
2021-02-20 19:00:00,Hirsch,35
2021-02-20 19:00:00,Kreuther,12
2021-02-20 19:00:00,Margareten,133
2021-02-20 19:00:00,Olympia,55
2021-02-20 20:00:00,Arnulf,0
2021-02-20 20:00:00,Erhardt,78
2021-02-20 20:00:00,Hirsch,15
2021-02-20 20:00:00,Kreuther,10
2021-02-20 20:00:00,Margareten,65
2021-02-20 20:00:00,Olympia,13
2021-02-20 21:00:00,Arnulf,2
2021-02-20 21:00:00,Erhardt,56
2021-02-20 21:00:00,Hirsch,10
2021-02-20 21:00:00,Kreuther,4
2021-02-20 21:00:00,Margareten,47
2021-02-20 21:00:00,Olympia,35
2021-02-20 22:00:00,Arnulf,0
2021-02-20 22:00:00,Erhardt,69
2021-02-20 22:00:00,Hirsch,3
2021-02-20 22:00:00,Kreuther,1
2021-02-20 22:00:00,Margareten,34
2021-02-20 22:00:00,Olympia,18
2021-02-20 23:00:00,Arnulf,2
2021-02-20 23:00:00,Erhardt,67
2021-02-20 23:00:00,Hirsch,6
2021-02-20 23:00:00,Kreuther,0
2021-02-20 23:00:00,Margareten,16
2021-02-20 23:00:00,Olympia,14
2021-02-21 00:00:00,Arnulf,0
2021-02-21 00:00:00,Erhardt,18
2021-02-21 00:00:00,Hirsch,5
2021-02-21 00:00:00,Kreuther,0
2021-02-21 00:00:00,Margareten,10
2021-02-21 00:00:00,Olympia,4
2021-02-21 01:00:00,Arnulf,0
2021-02-21 01:00:00,Erhardt,25
2021-02-21 01:00:00,Hirsch,4
2021-02-21 01:00:00,Kreuther,0
2021-02-21 01:00:00,Margareten,21
2021-02-21 01:00:00,Olympia,14
2021-02-21 02:00:00,Arnulf,0
2021-02-21 02:00:00,Erhardt,10
2021-02-21 02:00:00,Hirsch,1
2021-02-21 02:00:00,Kreuther,0
2021-02-21 02:00:00,Margareten,9
2021-02-21 02:00:00,Olympia,4
2021-02-21 03:00:00,Arnulf,0
2021-02-21 03:00:00,Erhardt,7
2021-02-21 03:00:00,Hirsch,0
2021-02-21 03:00:00,Kreuther,0
2021-02-21 03:00:00,Margareten,5
2021-02-21 03:00:00,Olympia,1
2021-02-21 04:00:00,Arnulf,0
2021-02-21 04:00:00,Erhardt,3
2021-02-21 04:00:00,Hirsch,1
2021-02-21 04:00:00,Kreuther,1
2021-02-21 04:00:00,Margareten,3
2021-02-21 04:00:00,Olympia,2
2021-02-21 05:00:00,Arnulf,0
2021-02-21 05:00:00,Erhardt,3
2021-02-21 05:00:00,Hirsch,0
2021-02-21 05:00:00,Kreuther,0
2021-02-21 05:00:00,Margareten,3
2021-02-21 05:00:00,Olympia,1
2021-02-21 06:00:00,Arnulf,0
2021-02-21 06:00:00,Erhardt,2
2021-02-21 06:00:00,Hirsch,2
2021-02-21 06:00:00,Kreuther,1
2021-02-21 06:00:00,Margareten,4
2021-02-21 06:00:00,Olympia,1
2021-02-21 07:00:00,Arnulf,1
2021-02-21 07:00:00,Erhardt,14
2021-02-21 07:00:00,Hirsch,1
2021-02-21 07:00:00,Kreuther,0
2021-02-21 07:00:00,Margareten,3
2021-02-21 07:00:00,Olympia,3
2021-02-21 08:00:00,Arnulf,0
2021-02-21 08:00:00,Erhardt,38
2021-02-21 08:00:00,Hirsch,5
2021-02-21 08:00:00,Kreuther,6
2021-02-21 08:00:00,Margareten,20
2021-02-21 08:00:00,Olympia,12
2021-02-21 09:00:00,Arnulf,2
2021-02-21 09:00:00,Erhardt,102
2021-02-21 09:00:00,Hirsch,28
2021-02-21 09:00:00,Kreuther,9
2021-02-21 09:00:00,Margareten,53
2021-02-21 09:00:00,Olympia,28
2021-02-21 10:00:00,Arnulf,2
2021-02-21 10:00:00,Erhardt,219
2021-02-21 10:00:00,Hirsch,70
2021-02-21 10:00:00,Kreuther,21
2021-02-21 10:00:00,Margareten,98
2021-02-21 10:00:00,Olympia,66
2021-02-21 11:00:00,Arnulf,1
2021-02-21 11:00:00,Erhardt,325
2021-02-21 11:00:00,Hirsch,142
2021-02-21 11:00:00,Kreuther,28
2021-02-21 11:00:00,Margareten,168
2021-02-21 11:00:00,Olympia,124
2021-02-21 12:00:00,Arnulf,1
2021-02-21 12:00:00,Erhardt,491
2021-02-21 12:00:00,Hirsch,204
2021-02-21 12:00:00,Kreuther,79
2021-02-21 12:00:00,Margareten,220
2021-02-21 12:00:00,Olympia,210
2021-02-21 13:00:00,Arnulf,3
2021-02-21 13:00:00,Erhardt,684
2021-02-21 13:00:00,Hirsch,224
2021-02-21 13:00:00,Kreuther,81
2021-02-21 13:00:00,Margareten,252
2021-02-21 13:00:00,Olympia,263
2021-02-21 14:00:00,Arnulf,1
2021-02-21 14:00:00,Erhardt,815
2021-02-21 14:00:00,Hirsch,244
2021-02-21 14:00:00,Kreuther,92
2021-02-21 14:00:00,Margareten,295
2021-02-21 14:00:00,Olympia,338
2021-02-21 15:00:00,Arnulf,1
2021-02-21 15:00:00,Erhardt,798
2021-02-21 15:00:00,Hirsch,299
2021-02-21 15:00:00,Kreuther,86
2021-02-21 15:00:00,Margareten,348
2021-02-21 15:00:00,Olympia,267
2021-02-21 16:00:00,Arnulf,2
2021-02-21 16:00:00,Erhardt,683
2021-02-21 16:00:00,Hirsch,212
2021-02-21 16:00:00,Kreuther,83
2021-02-21 16:00:00,Margareten,312
2021-02-21 16:00:00,Olympia,250
2021-02-21 17:00:00,Arnulf,3
2021-02-21 17:00:00,Erhardt,676
2021-02-21 17:00:00,Hirsch,220
2021-02-21 17:00:00,Kreuther,67
2021-02-21 17:00:00,Margareten,342
2021-02-21 17:00:00,Olympia,254
2021-02-21 18:00:00,Arnulf,1
2021-02-21 18:00:00,Erhardt,378
2021-02-21 18:00:00,Hirsch,98
2021-02-21 18:00:00,Kreuther,29
2021-02-21 18:00:00,Margareten,167
2021-02-21 18:00:00,Olympia,125
2021-02-21 19:00:00,Arnulf,1
2021-02-21 19:00:00,Erhardt,112
2021-02-21 19:00:00,Hirsch,12
2021-02-21 19:00:00,Kreuther,11
2021-02-21 19:00:00,Margareten,80
2021-02-21 19:00:00,Olympia,31
2021-02-21 20:00:00,Arnulf,0
2021-02-21 20:00:00,Erhardt,58
2021-02-21 20:00:00,Hirsch,8
2021-02-21 20:00:00,Kreuther,11
2021-02-21 20:00:00,Margareten,47
2021-02-21 20:00:00,Olympia,20
2021-02-21 21:00:00,Arnulf,0
2021-02-21 21:00:00,Erhardt,36
2021-02-21 21:00:00,Hirsch,11
2021-02-21 21:00:00,Kreuther,1
2021-02-21 21:00:00,Margareten,30
2021-02-21 21:00:00,Olympia,17
2021-02-21 22:00:00,Arnulf,0
2021-02-21 22:00:00,Erhardt,29
2021-02-21 22:00:00,Hirsch,1
2021-02-21 22:00:00,Kreuther,3
2021-02-21 22:00:00,Margareten,18
2021-02-21 22:00:00,Olympia,10
2021-02-21 23:00:00,Arnulf,0
2021-02-21 23:00:00,Erhardt,17
2021-02-21 23:00:00,Hirsch,6
2021-02-21 23:00:00,Kreuther,2
2021-02-21 23:00:00,Margareten,6
2021-02-21 23:00:00,Olympia,5
2021-02-22 00:00:00,Arnulf,0
2021-02-22 00:00:00,Erhardt,18
2021-02-22 00:00:00,Hirsch,2
2021-02-22 00:00:00,Kreuther,1
2021-02-22 00:00:00,Margareten,4
2021-02-22 00:00:00,Olympia,1
2021-02-22 01:00:00,Arnulf,0
2021-02-22 01:00:00,Erhardt,1
2021-02-22 01:00:00,Hirsch,0
2021-02-22 01:00:00,Kreuther,0
2021-02-22 01:00:00,Margareten,1
2021-02-22 01:00:00,Olympia,0
2021-02-22 02:00:00,Arnulf,0
2021-02-22 02:00:00,Erhardt,1
2021-02-22 02:00:00,Hirsch,0
2021-02-22 02:00:00,Kreuther,0
2021-02-22 02:00:00,Margareten,3
2021-02-22 02:00:00,Olympia,2
2021-02-22 03:00:00,Arnulf,0
2021-02-22 03:00:00,Erhardt,0
2021-02-22 03:00:00,Hirsch,0
2021-02-22 03:00:00,Kreuther,1
2021-02-22 03:00:00,Margareten,0
2021-02-22 03:00:00,Olympia,1
2021-02-22 04:00:00,Arnulf,0
2021-02-22 04:00:00,Erhardt,1
2021-02-22 04:00:00,Hirsch,0
2021-02-22 04:00:00,Kreuther,2
2021-02-22 04:00:00,Margareten,0
2021-02-22 04:00:00,Olympia,0
2021-02-22 05:00:00,Arnulf,1
2021-02-22 05:00:00,Erhardt,9
2021-02-22 05:00:00,Hirsch,3
2021-02-22 05:00:00,Kreuther,2
2021-02-22 05:00:00,Margareten,6
2021-02-22 05:00:00,Olympia,1
2021-02-22 06:00:00,Arnulf,1
2021-02-22 06:00:00,Erhardt,58
2021-02-22 06:00:00,Hirsch,23
2021-02-22 06:00:00,Kreuther,11
2021-02-22 06:00:00,Margareten,43
2021-02-22 06:00:00,Olympia,16
2021-02-22 07:00:00,Arnulf,1
2021-02-22 07:00:00,Erhardt,200
2021-02-22 07:00:00,Hirsch,103
2021-02-22 07:00:00,Kreuther,32
2021-02-22 07:00:00,Margareten,126
2021-02-22 07:00:00,Olympia,66
2021-02-22 08:00:00,Arnulf,10
2021-02-22 08:00:00,Erhardt,416
2021-02-22 08:00:00,Hirsch,218
2021-02-22 08:00:00,Kreuther,98
2021-02-22 08:00:00,Margareten,304
2021-02-22 08:00:00,Olympia,119
2021-02-22 09:00:00,Arnulf,5
2021-02-22 09:00:00,Erhardt,404
2021-02-22 09:00:00,Hirsch,163
2021-02-22 09:00:00,Kreuther,58
2021-02-22 09:00:00,Margareten,221
2021-02-22 09:00:00,Olympia,91
2021-02-22 10:00:00,Arnulf,8
2021-02-22 10:00:00,Erhardt,218
2021-02-22 10:00:00,Hirsch,66
2021-02-22 10:00:00,Kreuther,30
2021-02-22 10:00:00,Margareten,115
2021-02-22 10:00:00,Olympia,41
2021-02-22 11:00:00,Arnulf,1
2021-02-22 11:00:00,Erhardt,186
2021-02-22 11:00:00,Hirsch,51
2021-02-22 11:00:00,Kreuther,37
2021-02-22 11:00:00,Margareten,122
2021-02-22 11:00:00,Olympia,47
2021-02-22 12:00:00,Arnulf,2
2021-02-22 12:00:00,Erhardt,251
2021-02-22 12:00:00,Hirsch,59
2021-02-22 12:00:00,Kreuther,21
2021-02-22 12:00:00,Margareten,166
2021-02-22 12:00:00,Olympia,49
2021-02-22 13:00:00,Arnulf,3
2021-02-22 13:00:00,Erhardt,267
2021-02-22 13:00:00,Hirsch,86
2021-02-22 13:00:00,Kreuther,59
2021-02-22 13:00:00,Margareten,190
2021-02-22 13:00:00,Olympia,87
2021-02-22 14:00:00,Arnulf,3
2021-02-22 14:00:00,Erhardt,351
2021-02-22 14:00:00,Hirsch,121
2021-02-22 14:00:00,Kreuther,54
2021-02-22 14:00:00,Margareten,193
2021-02-22 14:00:00,Olympia,99
2021-02-22 15:00:00,Arnulf,2
2021-02-22 15:00:00,Erhardt,385
2021-02-22 15:00:00,Hirsch,133
2021-02-22 15:00:00,Kreuther,61
2021-02-22 15:00:00,Margareten,256
2021-02-22 15:00:00,Olympia,153
2021-02-22 16:00:00,Arnulf,3
2021-02-22 16:00:00,Erhardt,489
2021-02-22 16:00:00,Hirsch,154
2021-02-22 16:00:00,Kreuther,80
2021-02-22 16:00:00,Margareten,282
2021-02-22 16:00:00,Olympia,212
2021-02-22 17:00:00,Arnulf,2
2021-02-22 17:00:00,Erhardt,482
2021-02-22 17:00:00,Hirsch,189
2021-02-22 17:00:00,Kreuther,75
2021-02-22 17:00:00,Margareten,304
2021-02-22 17:00:00,Olympia,183
2021-02-22 18:00:00,Arnulf,6
2021-02-22 18:00:00,Erhardt,477
2021-02-22 18:00:00,Hirsch,185
2021-02-22 18:00:00,Kreuther,48
2021-02-22 18:00:00,Margareten,275
2021-02-22 18:00:00,Olympia,179
2021-02-22 19:00:00,Arnulf,1
2021-02-22 19:00:00,Erhardt,325
2021-02-22 19:00:00,Hirsch,118
2021-02-22 19:00:00,Kreuther,19
2021-02-22 19:00:00,Margareten,176
2021-02-22 19:00:00,Olympia,86
2021-02-22 20:00:00,Arnulf,0
2021-02-22 20:00:00,Erhardt,152
2021-02-22 20:00:00,Hirsch,51
2021-02-22 20:00:00,Kreuther,11
2021-02-22 20:00:00,Margareten,103
2021-02-22 20:00:00,Olympia,37
2021-02-22 21:00:00,Arnulf,0
2021-02-22 21:00:00,Erhardt,79
